Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016]
Denmark,DNK,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.5,..
Denmark,DNK,Number of infant deaths,SH.DTH.IMRT,150,..
Denmark,DNK,Number of neonatal deaths,SH.DTH.NMRT,129,..
Denmark,DNK,Number of under-five deaths,SH.DTH.MORT,187,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5676002,5697000
Denmark,DNK,Rural population,SP.RUR.TOTL,699510,692000
Denmark,DNK,Urban population,SP.URB.TOTL,4976492,5004000
Denmark,DNK,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Djibouti,DJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Djibouti,DJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Djibouti,DJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,54.2,..
Djibouti,DJI,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,65.3,..
Djibouti,DJI,Number of infant deaths,SH.DTH.IMRT,1190,..
Djibouti,DJI,Number of neonatal deaths,SH.DTH.NMRT,737,..
Djibouti,DJI,Number of under-five deaths,SH.DTH.MORT,1429,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,887861,900000
Djibouti,DJI,Rural population,SP.RUR.TOTL,201163,203000
Djibouti,DJI,Urban population,SP.URB.TOTL,686698,697000
Djibouti,DJI,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Dominica,DMA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Dominica,DMA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Dominica,DMA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.6,..
Dominica,DMA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,21.2,..
Dominica,DMA,Number of infant deaths,SH.DTH.IMRT,21,..
Dominica,DMA,Number of neonatal deaths,SH.DTH.NMRT,17,..
Dominica,DMA,Number of under-five deaths,SH.DTH.MORT,23,..
Dominica,DMA,"Population, total",SP.POP.TOTL,72680,73000
Dominica,DMA,Rural population,SP.RUR.TOTL,22139,22000
Dominica,DMA,Urban population,SP.URB.TOTL,50541,51000
Dominica,DMA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Dominican Republic,DOM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Dominican Republic,DOM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Dominican Republic,DOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.7,..
Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,30.9,..
Dominican Republic,DOM,Number of infant deaths,SH.DTH.IMRT,5572,..
Dominican Republic,DOM,Number of neonatal deaths,SH.DTH.NMRT,4706,..
Dominican Republic,DOM,Number of under-five deaths,SH.DTH.MORT,6710,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10528391,10649000
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,2213068,2147000
Dominican Republic,DOM,Urban population,SP.URB.TOTL,8315323,8502000
Dominican Republic,DOM,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Early-demographic dividend,EAR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Early-demographic dividend,EAR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Early-demographic dividend,EAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.5538521029894,..
Early-demographic dividend,EAR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,42.1441980023191,..
Early-demographic dividend,EAR,Number of infant deaths,SH.DTH.IMRT,..,..
Early-demographic dividend,EAR,Number of neonatal deaths,SH.DTH.NMRT,..,..
Early-demographic dividend,EAR,Number of under-five deaths,SH.DTH.MORT,..,..
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3122703317,3166034000
Early-demographic dividend,EAR,Rural population,SP.RUR.TOTL,1744395750.37425,1755610000
Early-demographic dividend,EAR,Urban population,SP.URB.TOTL,1378307567,1410427000
Early-demographic dividend,EAR,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
East Asia & Pacific,EAS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
East Asia & Pacific,EAS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
East Asia & Pacific,EAS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1840701882644,..
East Asia & Pacific,EAS,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,17.1072853210896,..
East Asia & Pacific,EAS,Number of infant deaths,SH.DTH.IMRT,..,..
East Asia & Pacific,EAS,Number of neonatal deaths,SH.DTH.NMRT,..,..
East Asia & Pacific,EAS,Number of under-five deaths,SH.DTH.MORT,..,..
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2279186469,2293229000
East Asia & Pacific,EAS,Rural population,SP.RUR.TOTL,978324805,964521000
East Asia & Pacific,EAS,Urban population,SP.URB.TOTL,1277399664,1305237000
East Asia & Pacific,EAS,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
East Asia & Pacific (excluding high income),EAP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.9,..
East Asia & Pacific (excluding high income),EAP,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,18,..
East Asia & Pacific (excluding high income),EAP,Number of infant deaths,SH.DTH.IMRT,447554,..
East Asia & Pacific (excluding high income),EAP,Number of neonatal deaths,SH.DTH.NMRT,269613,..
East Asia & Pacific (excluding high income),EAP,Number of under-five deaths,SH.DTH.MORT,536596,..
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2035129646,2048779000
East Asia & Pacific (excluding high income),EAP,Rural population,SP.RUR.TOTL,957735339,944517000
East Asia & Pacific (excluding high income),EAP,Urban population,SP.URB.TOTL,1077394307,1104263000
East Asia & Pacific (excluding high income),EAP,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.8999494887216,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,17.9452217848028,..
East Asia & Pacific (IDA & IBRD countries),TEA,Number of infant deaths,SH.DTH.IMRT,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Number of neonatal deaths,SH.DTH.NMRT,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Number of under-five deaths,SH.DTH.MORT,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2009929013,2023452000
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population,SP.RUR.TOTL,947886213,934662000
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,1062042800,1088791000
East Asia & Pacific (IDA & IBRD countries),TEA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Ecuador,ECU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Ecuador,ECU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.4,..
Ecuador,ECU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,21.6,..
Ecuador,ECU,Number of infant deaths,SH.DTH.IMRT,6027,..
Ecuador,ECU,Number of neonatal deaths,SH.DTH.NMRT,3530,..
Ecuador,ECU,Number of under-five deaths,SH.DTH.MORT,7079,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,16144363,16385000
Ecuador,ECU,Rural population,SP.RUR.TOTL,5853623,5903000
Ecuador,ECU,Urban population,SP.URB.TOTL,10290740,10483000
Ecuador,ECU,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
"Egypt, Arab Rep.",EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.3,..
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,24,..
"Egypt, Arab Rep.",EGY,Number of infant deaths,SH.DTH.IMRT,56914,..
"Egypt, Arab Rep.",EGY,Number of neonatal deaths,SH.DTH.NMRT,35818,..
"Egypt, Arab Rep.",EGY,Number of under-five deaths,SH.DTH.MORT,65775,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,91508084,93384000
"Egypt, Arab Rep.",EGY,Rural population,SP.RUR.TOTL,52036072,53021000
"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,39472012,40362000
"Egypt, Arab Rep.",EGY,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
El Salvador,SLV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
El Salvador,SLV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.4,..
El Salvador,SLV,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,16.8,..
El Salvador,SLV,Number of infant deaths,SH.DTH.IMRT,1509,..
El Salvador,SLV,Number of neonatal deaths,SH.DTH.NMRT,868,..
El Salvador,SLV,Number of under-five deaths,SH.DTH.MORT,1763,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,6126583,6146000
El Salvador,SLV,Rural population,SP.RUR.TOTL,2038559,2017000
El Salvador,SLV,Urban population,SP.URB.TOTL,4088024,4130000
El Salvador,SLV,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Equatorial Guinea,GNQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Equatorial Guinea,GNQ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,68.2,..
Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,94.1,..
Equatorial Guinea,GNQ,Number of infant deaths,SH.DTH.IMRT,1940,..
Equatorial Guinea,GNQ,Number of neonatal deaths,SH.DTH.NMRT,944,..
Equatorial Guinea,GNQ,Number of under-five deaths,SH.DTH.MORT,2655,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,845060,870000
Equatorial Guinea,GNQ,Rural population,SP.RUR.TOTL,507687,521000
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,337373,349000
Equatorial Guinea,GNQ,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Eritrea,ERI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Eritrea,ERI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Eritrea,ERI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.1,..
Eritrea,ERI,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,46.5,..
Eritrea,ERI,Number of infant deaths,SH.DTH.IMRT,5652,..
Eritrea,ERI,Number of neonatal deaths,SH.DTH.NMRT,3056,..
Eritrea,ERI,Number of under-five deaths,SH.DTH.MORT,7764,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,..,..
Eritrea,ERI,Rural population,SP.RUR.TOTL,..,..
Eritrea,ERI,Urban population,SP.URB.TOTL,..,..
Eritrea,ERI,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Estonia,EST,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Estonia,EST,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.3,..
Estonia,EST,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2.9,..
Estonia,EST,Number of infant deaths,SH.DTH.IMRT,28,..
Estonia,EST,Number of neonatal deaths,SH.DTH.NMRT,18,..
Estonia,EST,Number of under-five deaths,SH.DTH.MORT,37,..
Estonia,EST,"Population, total",SP.POP.TOTL,1311998,1308000
Estonia,EST,Rural population,SP.RUR.TOTL,425901,426000
Estonia,EST,Urban population,SP.URB.TOTL,886097,883000
Estonia,EST,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Ethiopia,ETH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Ethiopia,ETH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,41.4,..
Ethiopia,ETH,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,59.2,..
Ethiopia,ETH,Number of infant deaths,SH.DTH.IMRT,129947,..
Ethiopia,ETH,Number of neonatal deaths,SH.DTH.NMRT,87414,..
Ethiopia,ETH,Number of under-five deaths,SH.DTH.MORT,184186,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,99390750,101853000
Ethiopia,ETH,Rural population,SP.RUR.TOTL,80037383,81562000
Ethiopia,ETH,Urban population,SP.URB.TOTL,19353367,20291000
Ethiopia,ETH,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Euro area,EMU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Euro area,EMU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Euro area,EMU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.27224038441051,..
Euro area,EMU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.96478213248279,..
Euro area,EMU,Number of infant deaths,SH.DTH.IMRT,..,..
Euro area,EMU,Number of neonatal deaths,SH.DTH.NMRT,..,..
Euro area,EMU,Number of under-five deaths,SH.DTH.MORT,..,..
Euro area,EMU,"Population, total",SP.POP.TOTL,339425073,339715000
Euro area,EMU,Rural population,SP.RUR.TOTL,81717251,81025000
Euro area,EMU,Urban population,SP.URB.TOTL,257707822,258687000
Euro area,EMU,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Europe & Central Asia,ECS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Europe & Central Asia,ECS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Europe & Central Asia,ECS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.66680455821536,..
Europe & Central Asia,ECS,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,11.2498912606988,..
Europe & Central Asia,ECS,Number of infant deaths,SH.DTH.IMRT,..,..
Europe & Central Asia,ECS,Number of neonatal deaths,SH.DTH.NMRT,..,..
Europe & Central Asia,ECS,Number of under-five deaths,SH.DTH.MORT,..,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,907944124,910341000
Europe & Central Asia,ECS,Rural population,SP.RUR.TOTL,263953900,262945000
Europe & Central Asia,ECS,Urban population,SP.URB.TOTL,642193073,645533000
Europe & Central Asia,ECS,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Europe & Central Asia (excluding high income),ECA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.8,..
Europe & Central Asia (excluding high income),ECA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,20.5,..
Europe & Central Asia (excluding high income),ECA,Number of infant deaths,SH.DTH.IMRT,78201,..
Europe & Central Asia (excluding high income),ECA,Number of neonatal deaths,SH.DTH.NMRT,46824,..
Europe & Central Asia (excluding high income),ECA,Number of under-five deaths,SH.DTH.MORT,89776,..
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,411338238,412949000
Europe & Central Asia (excluding high income),ECA,Rural population,SP.RUR.TOTL,142986786,142846000
Europe & Central Asia (excluding high income),ECA,Urban population,SP.URB.TOTL,266554301,268243000
Europe & Central Asia (excluding high income),ECA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1710243058722,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,16.3922989678836,..
Europe & Central Asia (IDA & IBRD countries),TEC,Number of infant deaths,SH.DTH.IMRT,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Number of neonatal deaths,SH.DTH.NMRT,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Number of under-five deaths,SH.DTH.MORT,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,453562136,455130000
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population,SP.RUR.TOTL,159715292,159547000
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,292049693,293723000
Europe & Central Asia (IDA & IBRD countries),TEC,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
European Union,EUU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
European Union,EUU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
European Union,EUU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.71158090977614,..
European Union,EUU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,4.42931396774646,..
European Union,EUU,Number of infant deaths,SH.DTH.IMRT,..,..
European Union,EUU,Number of neonatal deaths,SH.DTH.NMRT,..,..
European Union,EUU,Number of under-five deaths,SH.DTH.MORT,..,..
European Union,EUU,"Population, total",SP.POP.TOTL,509668361,510192000
European Union,EUU,Rural population,SP.RUR.TOTL,128437839,127432000
European Union,EUU,Urban population,SP.URB.TOTL,381230522,382756000
European Union,EUU,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Faroe Islands,FRO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Faroe Islands,FRO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Faroe Islands,FRO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..
Faroe Islands,FRO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
Faroe Islands,FRO,Number of infant deaths,SH.DTH.IMRT,..,..
Faroe Islands,FRO,Number of neonatal deaths,SH.DTH.NMRT,..,..
Faroe Islands,FRO,Number of under-five deaths,SH.DTH.MORT,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,48199,48000
Faroe Islands,FRO,Rural population,SP.RUR.TOTL,27974,28000
Faroe Islands,FRO,Urban population,SP.URB.TOTL,20225,20000
Faroe Islands,FRO,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Fiji,FJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Fiji,FJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.1,..
Fiji,FJI,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,22.4,..
Fiji,FJI,Number of infant deaths,SH.DTH.IMRT,328,..
Fiji,FJI,Number of neonatal deaths,SH.DTH.NMRT,164,..
Fiji,FJI,Number of under-five deaths,SH.DTH.MORT,388,..
Fiji,FJI,"Population, total",SP.POP.TOTL,892145,898000
Fiji,FJI,Rural population,SP.RUR.TOTL,412813,412000
Fiji,FJI,Urban population,SP.URB.TOTL,479332,486000
Fiji,FJI,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Finland,FIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Finland,FIN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.9,..
Finland,FIN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2.3,..
Finland,FIN,Number of infant deaths,SH.DTH.IMRT,110,..
Finland,FIN,Number of neonatal deaths,SH.DTH.NMRT,75,..
Finland,FIN,Number of under-five deaths,SH.DTH.MORT,134,..
Finland,FIN,"Population, total",SP.POP.TOTL,5482013,5498000
Finland,FIN,Rural population,SP.RUR.TOTL,865007,860000
Finland,FIN,Urban population,SP.URB.TOTL,4617006,4638000
Finland,FIN,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Fragile and conflict affected situations,FCS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Fragile and conflict affected situations,FCS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Fragile and conflict affected situations,FCS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,55.3851389680973,..
Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,77.5901540419268,..
Fragile and conflict affected situations,FCS,Number of infant deaths,SH.DTH.IMRT,..,..
Fragile and conflict affected situations,FCS,Number of neonatal deaths,SH.DTH.NMRT,..,..
Fragile and conflict affected situations,FCS,Number of under-five deaths,SH.DTH.MORT,..,..
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,485609230,497282000
Fragile and conflict affected situations,FCS,Rural population,SP.RUR.TOTL,286279146,291098000
Fragile and conflict affected situations,FCS,Urban population,SP.URB.TOTL,197532933,204325000
Fragile and conflict affected situations,FCS,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
France,FRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,..
France,FRA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,4.3,..
France,FRA,Number of infant deaths,SH.DTH.IMRT,2747,..
France,FRA,Number of neonatal deaths,SH.DTH.NMRT,1726,..
France,FRA,Number of under-five deaths,SH.DTH.MORT,3378,..
France,FRA,"Population, total",SP.POP.TOTL,66808385,67066000
France,FRA,Rural population,SP.RUR.TOTL,13682357,13581000
France,FRA,Urban population,SP.URB.TOTL,53126028,53485000
France,FRA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
French Polynesia,PYF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
French Polynesia,PYF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..
French Polynesia,PYF,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
French Polynesia,PYF,Number of infant deaths,SH.DTH.IMRT,..,..
French Polynesia,PYF,Number of neonatal deaths,SH.DTH.NMRT,..,..
French Polynesia,PYF,Number of under-five deaths,SH.DTH.MORT,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,282764,286000
French Polynesia,PYF,Rural population,SP.RUR.TOTL,124755,126000
French Polynesia,PYF,Urban population,SP.URB.TOTL,158009,159000
French Polynesia,PYF,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Gabon,GAB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Gabon,GAB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,36.1,..
Gabon,GAB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,50.8,..
Gabon,GAB,Number of infant deaths,SH.DTH.IMRT,1852,..
Gabon,GAB,Number of neonatal deaths,SH.DTH.NMRT,1195,..
Gabon,GAB,Number of under-five deaths,SH.DTH.MORT,2579,..
Gabon,GAB,"Population, total",SP.POP.TOTL,1725292,1763000
Gabon,GAB,Rural population,SP.RUR.TOTL,221597,223000
Gabon,GAB,Urban population,SP.URB.TOTL,1503695,1540000
Gabon,GAB,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
"Gambia, The",GMB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
"Gambia, The",GMB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.9,..
"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,68.9,..
"Gambia, The",GMB,Number of infant deaths,SH.DTH.IMRT,3938,..
"Gambia, The",GMB,Number of neonatal deaths,SH.DTH.NMRT,2471,..
"Gambia, The",GMB,Number of under-five deaths,SH.DTH.MORT,5540,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1990924,2055000
"Gambia, The",GMB,Rural population,SP.RUR.TOTL,803696,817000
"Gambia, The",GMB,Urban population,SP.URB.TOTL,1187228,1238000
"Gambia, The",GMB,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,..
Georgia,GEO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..
Georgia,GEO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.6,..
Georgia,GEO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,11.9,..
Georgia,GEO,Number of infant deaths,SH.DTH.IMRT,601,..
Georgia,GEO,Number of neonatal deaths,SH.DTH.NMRT,408,..
Georgia,GEO,Number of under-five deaths,SH.DTH.MORT,673,..
Georgia,GEO,"Population, total",SP.POP.TOTL,3679000,3675000
