Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,OECD members,OED,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Oman,OMN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Other small states,OSS,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Pacific island small states,PSS,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Pakistan,PAK,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Palau,PLW,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Panama,PAN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Papua New Guinea,PNG,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Paraguay,PRY,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Peru,PER,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Philippines,PHL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Poland,POL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Portugal,PRT,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Post-demographic dividend,PST,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Pre-demographic dividend,PRE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Puerto Rico,PRI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Qatar,QAT,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Romania,ROM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Russian Federation,RUS,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Rwanda,RWA,90.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Samoa,WSM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,San Marino,SMR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sao Tome and Principe,STP,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Saudi Arabia,SAU,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Senegal,SEN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Serbia,SRB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Seychelles,SYC,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sierra Leone,SLE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Singapore,SGP,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sint Maarten (Dutch part),SXM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Slovak Republic,SVK,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Slovenia,SVN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Small states,SST,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Solomon Islands,SLB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Somalia,SOM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Africa,ZAF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Asia,SAS,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Asia (IDA & IBRD),TSA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Sudan,SSD,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Spain,ESP,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sri Lanka,LKA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Kitts and Nevis,KNA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Lucia,LCA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Martin (French part),MAF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Vincent and the Grenadines,VCT,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sub-Saharan Africa,SSF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sub-Saharan Africa (excluding high income),SSA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sudan,SDN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Suriname,SUR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Swaziland,SWZ,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sweden,SWE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Switzerland,CHE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Syrian Arab Republic,SYR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tajikistan,TJK,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tanzania,TZA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Thailand,THA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Timor-Leste,TMP,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Togo,TGO,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tonga,TON,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Trinidad and Tobago,TTO,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tunisia,TUN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turkey,TUR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turkmenistan,TKM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turks and Caicos Islands,TCA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tuvalu,TUV,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Uganda,UGA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ukraine,UKR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,United Arab Emirates,ARE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,United Kingdom,GBR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,United States,USA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Upper middle income,UMC,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Uruguay,URY,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Uzbekistan,UZB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Vanuatu,VUT,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Venezuela, RB",VEN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Vietnam,VNM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Virgin Islands (U.S.),VIR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,West Bank and Gaza,WBG,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,World,WLD,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Yemen, Rep.",YEM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Zambia,ZMB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Zimbabwe,ZWE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Afghanistan,AFG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Albania,ALB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Algeria,DZA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,American Samoa,ASM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Andorra,ADO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Angola,AGO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Antigua and Barbuda,ATG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Arab World,ARB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Argentina,ARG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Armenia,ARM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Aruba,ABW,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Australia,AUS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Austria,AUT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Azerbaijan,AZE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Bahamas, The",BHS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bahrain,BHR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bangladesh,BGD,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Barbados,BRB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Belarus,BLR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Belgium,BEL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Belize,BLZ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Benin,BEN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bermuda,BMU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bhutan,BTN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bolivia,BOL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bosnia and Herzegovina,BIH,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Botswana,BWA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Brazil,BRA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,British Virgin Islands,VGB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Brunei Darussalam,BRN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Bulgaria,BGR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Burkina Faso,BFA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Burundi,BDI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cabo Verde,CPV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cambodia,KHM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cameroon,CMR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Canada,CAN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Caribbean small states,CSS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cayman Islands,CYM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Central African Republic,CAF,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Central Europe and the Baltics,CEB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Chad,TCD,5.7
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Channel Islands,CHI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Chile,CHL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,China,CHN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Colombia,COL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Comoros,COM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Congo, Dem. Rep.",ZAR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Congo, Rep.",COG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Costa Rica,CRI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cote d'Ivoire,CIV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Croatia,HRV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cuba,CUB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Curacao,CUW,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Cyprus,CYP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Czech Republic,CZE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Denmark,DNK,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Djibouti,DJI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Dominica,DMA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Dominican Republic,DOM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Early-demographic dividend,EAR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,East Asia & Pacific,EAS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,East Asia & Pacific (excluding high income),EAP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Ecuador,ECU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Egypt, Arab Rep.",EGY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,El Salvador,SLV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Equatorial Guinea,GNQ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Eritrea,ERI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Estonia,EST,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Ethiopia,ETH,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Euro area,EMU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Europe & Central Asia,ECS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Europe & Central Asia (excluding high income),ECA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,European Union,EUU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Faroe Islands,FRO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Fiji,FJI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Finland,FIN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Fragile and conflict affected situations,FCS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,France,FRA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,French Polynesia,PYF,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Gabon,GAB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Gambia, The",GMB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Georgia,GEO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Germany,DEU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Ghana,GHA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Gibraltar,GIB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Greece,GRC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Greenland,GRL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Grenada,GRD,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Guam,GUM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Guatemala,GTM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Guinea,GIN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Guinea-Bissau,GNB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Guyana,GUY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Haiti,HTI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Heavily indebted poor countries (HIPC),HPC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,High income,HIC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Honduras,HND,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Hong Kong SAR, China",HKG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Hungary,HUN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Iceland,ISL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,India,IND,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Indonesia,IDN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Iran, Islamic Rep.",IRN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Iraq,IRQ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Ireland,IRL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Isle of Man,IMY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Israel,ISR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Italy,ITA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Jamaica,JAM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Japan,JPN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Jordan,JOR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Kazakhstan,KAZ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Kenya,KEN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Kiribati,KIR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Korea, Dem. People’s Rep.",PRK,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Korea, Rep.",KOR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Kosovo,KSV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Kuwait,KWT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Kyrgyz Republic,KGZ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Lao PDR,LAO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Late-demographic dividend,LTE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Latin America & Caribbean,LCN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Latin America & Caribbean (excluding high income),LAC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Latvia,LVA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Least developed countries: UN classification,LDC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Lebanon,LBN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Lesotho,LSO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Liberia,LBR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Libya,LBY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Liechtenstein,LIE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Lithuania,LTU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Low & middle income,LMY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Low income,LIC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Lower middle income,LMC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Luxembourg,LUX,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Macao SAR, China",MAC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Macedonia, FYR",MKD,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Madagascar,MDG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Malawi,MWI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Malaysia,MYS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Maldives,MDV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Mali,MLI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Malta,MLT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Marshall Islands,MHL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Mauritania,MRT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Mauritius,MUS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Mexico,MEX,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Micronesia, Fed. Sts.",FSM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Middle East & North Africa,MEA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Middle East & North Africa (excluding high income),MNA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Middle income,MIC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Moldova,MDA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Monaco,MCO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Mongolia,MNG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Montenegro,MNE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Morocco,MAR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Mozambique,MOZ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Myanmar,MMR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Namibia,NAM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Nauru,NRU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Nepal,NPL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Netherlands,NLD,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,New Caledonia,NCL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,New Zealand,NZL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Nicaragua,NIC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Niger,NER,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Nigeria,NGA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,North America,NAC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Northern Mariana Islands,MNP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Norway,NOR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,OECD members,OED,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Oman,OMN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Other small states,OSS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Pacific island small states,PSS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Pakistan,PAK,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Palau,PLW,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Panama,PAN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Papua New Guinea,PNG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Paraguay,PRY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Peru,PER,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Philippines,PHL,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Poland,POL,..
